No arguments are passed. Using default.
TRAINING IMAGE CLASSIFIER ON 17973 images in 10 CATEGORIES
Extracting image features from full data set.
Analyzing and extracting image features.
+------------------+--------------+------------------+
| Images Processed | Elapsed Time | Percent Complete |
Extracting image features from evaluation data.
Analyzing and extracting image features.
+------------------+--------------+------------------+
| Images Processed | Elapsed Time | Percent Complete |
+------------------+--------------+------------------+
| 1                | 597.991ms    | 0%               |
| 2                | 1.19s        | 0%               |
| 3                | 1.78s        | 0%               |
| 4                | 2.38s        | 0%               |
| 5                | 2.97s        | 0%               |
| 10               | 5.95s        | 0%               |
| 20               | 11.91s       | 0.25%            |
| 30               | 17.87s       | 0.5%             |
| 40               | 23.82s       | 0.75%            |
| 50               | 29.78s       | 1%               |
| 60               | 35.73s       | 1.25%            |
| 70               | 41.69s       | 1.5%             |
| 80               | 47.65s       | 1.75%            |
| 90               | 53.60s       | 2%               |
| 100              | 59.56s       | 2%               |
| 110              | 1m 5s        | 2.25%            |
| 120              | 1m 11s       | 2.5%             |
| 130              | 1m 17s       | 2.75%            |
| 140              | 1m 23s       | 3%               |
| 150              | 1m 29s       | 3.25%            |
| 160              | 1m 35s       | 3.5%             |
| 170              | 1m 41s       | 3.75%            |
| 180              | 1m 47s       | 4%               |
| 190              | 1m 53s       | 4.25%            |
| 200              | 1m 59s       | 4.25%            |
| 210              | 2m 5s        | 4.5%             |
| 220              | 2m 11s       | 4.75%            |
| 230              | 2m 17s       | 5%               |
| 240              | 2m 22s       | 5.25%            |
| 250              | 2m 28s       | 5.5%             |
| 260              | 2m 34s       | 5.75%            |
| 270              | 2m 40s       | 6%               |
| 280              | 2m 46s       | 6.25%            |
| 290              | 2m 52s       | 6.5%             |
| 300              | 2m 58s       | 6.5%             |
| 310              | 3m 4s        | 6.75%            |
| 320              | 3m 10s       | 7%               |
| 330              | 3m 16s       | 7.25%            |
| 340              | 3m 22s       | 7.5%             |
| 350              | 3m 28s       | 7.75%            |
| 360              | 3m 34s       | 8%               |
| 370              | 3m 40s       | 8.25%            |
| 380              | 3m 46s       | 8.5%             |
| 390              | 3m 52s       | 8.75%            |
| 400              | 3m 58s       | 8.75%            |
| 410              | 4m 4s        | 9%               |
| 420              | 4m 10s       | 9.25%            |
| 430              | 4m 16s       | 9.5%             |
| 440              | 4m 22s       | 9.75%            |
| 450              | 4m 28s       | 10%              |
| 460              | 4m 33s       | 10.25%           |
| 470              | 4m 39s       | 10.5%            |
| 480              | 4m 45s       | 10.75%           |
| 490              | 4m 51s       | 11%              |
| 500              | 4m 57s       | 11%              |
| 510              | 5m 3s        | 11.25%           |
| 520              | 5m 9s        | 11.5%            |
| 530              | 5m 15s       | 11.75%           |
| 540              | 5m 21s       | 12%              |
| 550              | 5m 27s       | 12.25%           |
| 560              | 5m 33s       | 12.5%            |
| 570              | 5m 39s       | 12.75%           |
| 580              | 5m 45s       | 13%              |
| 590              | 5m 51s       | 13.25%           |
| 600              | 5m 57s       | 13.25%           |
| 610              | 6m 3s        | 13.5%            |
| 620              | 6m 9s        | 13.75%           |
| 630              | 6m 15s       | 14%              |
| 640              | 6m 21s       | 14.25%           |
| 650              | 6m 27s       | 14.5%            |
| 660              | 6m 33s       | 14.75%           |
| 670              | 6m 39s       | 15%              |
| 680              | 6m 45s       | 15.25%           |
| 690              | 6m 51s       | 15.5%            |
| 700              | 6m 56s       | 15.5%            |
| 710              | 7m 2s        | 15.75%           |
| 720              | 7m 8s        | 16%              |
| 730              | 7m 14s       | 16.25%           |
| 740              | 7m 20s       | 16.5%            |
| 750              | 7m 26s       | 16.75%           |
| 760              | 7m 32s       | 17%              |
| 770              | 7m 38s       | 17.25%           |
| 780              | 7m 44s       | 17.5%            |
| 790              | 7m 50s       | 17.5%            |
| 800              | 7m 56s       | 17.75%           |
| 810              | 8m 2s        | 18%              |
| 820              | 8m 8s        | 18.25%           |
| 830              | 8m 14s       | 18.5%            |
| 840              | 8m 20s       | 18.75%           |
| 850              | 8m 26s       | 19%              |
| 860              | 8m 32s       | 19.25%           |
| 870              | 8m 38s       | 19.5%            |
| 880              | 8m 44s       | 19.75%           |
| 890              | 8m 50s       | 19.75%           |
| 900              | 8m 56s       | 20%              |
| 910              | 9m 2s        | 20.25%           |
| 920              | 9m 8s        | 20.5%            |
| 930              | 9m 13s       | 20.75%           |
| 940              | 9m 19s       | 21%              |
| 950              | 9m 25s       | 21.25%           |
| 960              | 9m 31s       | 21.5%            |
| 970              | 9m 37s       | 21.75%           |
| 980              | 9m 43s       | 22%              |
| 990              | 9m 49s       | 22%              |
| 1000             | 9m 55s       | 22.25%           |
| 1010             | 10m 1s       | 22.5%            |
| 1020             | 10m 7s       | 22.75%           |
| 1030             | 10m 13s      | 23%              |
| 1040             | 10m 19s      | 23.25%           |
| 1050             | 10m 25s      | 23.5%            |
| 1060             | 10m 31s      | 23.75%           |
| 1070             | 10m 37s      | 24%              |
| 1080             | 10m 43s      | 24.25%           |
| 1090             | 10m 49s      | 24.25%           |
| 1100             | 10m 55s      | 24.5%            |
| 1110             | 11m 1s       | 24.75%           |
| 1120             | 11m 7s       | 25%              |
| 1130             | 11m 13s      | 25.25%           |
| 1140             | 11m 19s      | 25.5%            |
| 1150             | 11m 25s      | 25.75%           |
| 1160             | 11m 31s      | 26%              |
| 1170             | 11m 36s      | 26.25%           |
| 1180             | 11m 42s      | 26.5%            |
| 1190             | 11m 48s      | 26.5%            |
| 1200             | 11m 54s      | 26.75%           |
| 1210             | 12m 0s       | 27%              |
| 1220             | 12m 6s       | 27.25%           |
| 1230             | 12m 12s      | 27.5%            |
| 1240             | 12m 18s      | 27.75%           |
| 1250             | 12m 24s      | 28%              |
| 1260             | 12m 30s      | 28.25%           |
| 1270             | 12m 36s      | 28.5%            |
| 1280             | 12m 42s      | 28.75%           |
| 1290             | 12m 48s      | 28.75%           |
| 1300             | 12m 54s      | 29%              |
| 1310             | 13m 0s       | 29.25%           |
| 1320             | 13m 6s       | 29.5%            |
| 1330             | 13m 12s      | 29.75%           |
| 1340             | 13m 18s      | 30%              |
| 1350             | 13m 24s      | 30.25%           |
| 1360             | 13m 30s      | 30.5%            |
| 1370             | 13m 36s      | 30.75%           |
| 1380             | 13m 42s      | 31%              |
| 1390             | 13m 48s      | 31%              |
| 1400             | 13m 53s      | 31.25%           |
| 1410             | 13m 59s      | 31.5%            |
| 1420             | 14m 5s       | 31.75%           |
| 1430             | 14m 11s      | 32%              |
| 1440             | 14m 17s      | 32.25%           |
| 1450             | 14m 23s      | 32.5%            |
| 1460             | 14m 29s      | 32.75%           |
| 1470             | 14m 35s      | 33%              |
| 1480             | 14m 41s      | 33.25%           |
| 1490             | 14m 47s      | 33.25%           |
| 1500             | 14m 53s      | 33.5%            |
| 1510             | 14m 59s      | 33.75%           |
| 1520             | 15m 5s       | 34%              |
| 1530             | 15m 11s      | 34.25%           |
| 1540             | 15m 17s      | 34.5%            |
| 1550             | 15m 23s      | 34.75%           |
| 1560             | 15m 29s      | 35%              |
| 1570             | 15m 35s      | 35.25%           |
| 1580             | 15m 41s      | 35.25%           |
| 1590             | 15m 47s      | 35.5%            |
| 1600             | 15m 53s      | 35.75%           |
| 1610             | 15m 59s      | 36%              |
| 1620             | 16m 5s       | 36.25%           |
| 1630             | 16m 10s      | 36.5%            |
| 1640             | 16m 16s      | 36.75%           |
| 1650             | 16m 22s      | 37%              |
| 1660             | 16m 28s      | 37.25%           |
| 1670             | 16m 34s      | 37.5%            |
| 1680             | 16m 40s      | 37.5%            |
| 1690             | 16m 46s      | 37.75%           |
| 1700             | 16m 52s      | 38%              |
| 1710             | 16m 58s      | 38.25%           |
| 1720             | 17m 4s       | 38.5%            |
| 1730             | 17m 10s      | 38.75%           |
| 1740             | 17m 16s      | 39%              |
| 1750             | 17m 22s      | 39.25%           |
| 1760             | 17m 28s      | 39.5%            |
| 1770             | 17m 34s      | 39.75%           |
| 1780             | 17m 40s      | 39.75%           |
| 1790             | 17m 46s      | 40%              |
| 1800             | 17m 52s      | 40.25%           |
| 1810             | 17m 58s      | 40.5%            |
| 1820             | 18m 4s       | 40.75%           |
| 1830             | 18m 10s      | 41%              |
| 1840             | 18m 16s      | 41.25%           |
| 1850             | 18m 22s      | 41.5%            |
| 1860             | 18m 27s      | 41.75%           |
| 1870             | 18m 33s      | 42%              |
| 1880             | 18m 39s      | 42%              |
| 1890             | 18m 45s      | 42.25%           |
| 1900             | 18m 51s      | 42.5%            |
| 1910             | 18m 58s      | 42.75%           |
| 1920             | 19m 4s       | 43%              |
| 1930             | 19m 9s       | 43.25%           |
| 1940             | 19m 15s      | 43.5%            |
| 1950             | 19m 21s      | 43.75%           |
| 1960             | 19m 27s      | 44%              |
| 1970             | 19m 33s      | 44.25%           |
| 1980             | 19m 39s      | 44.25%           |
| 1990             | 19m 45s      | 44.5%            |
| 2000             | 19m 51s      | 44.75%           |
| 2010             | 19m 57s      | 45%              |
| 2020             | 20m 3s       | 45.25%           |
| 2030             | 20m 9s       | 45.5%            |
| 2040             | 20m 15s      | 45.75%           |
| 2050             | 20m 21s      | 46%              |
| 2060             | 20m 27s      | 46.25%           |
| 2070             | 20m 33s      | 46.5%            |
| 2080             | 20m 39s      | 46.5%            |
| 2090             | 20m 45s      | 46.75%           |
| 2100             | 20m 51s      | 47%              |
| 2110             | 20m 57s      | 47.25%           |
| 2120             | 21m 3s       | 47.5%            |
| 2130             | 21m 9s       | 47.75%           |
| 2140             | 21m 15s      | 48%              |
| 2150             | 21m 21s      | 48.25%           |
| 2160             | 21m 27s      | 48.5%            |
| 2170             | 21m 33s      | 48.75%           |
| 2180             | 21m 39s      | 48.75%           |
| 2190             | 21m 45s      | 49%              |
| 2200             | 21m 51s      | 49.25%           |
| 2210             | 21m 57s      | 49.5%            |
| 2220             | 22m 3s       | 49.75%           |
| 2230             | 22m 9s       | 50%              |
| 2240             | 22m 15s      | 50.25%           |
| 2250             | 22m 21s      | 50.5%            |
| 2260             | 22m 27s      | 50.75%           |
| 2270             | 22m 33s      | 50.75%           |
| 2280             | 22m 39s      | 51%              |
| 2290             | 22m 44s      | 51.25%           |
| 2300             | 22m 50s      | 51.5%            |
| 2310             | 22m 56s      | 51.75%           |
| 2320             | 23m 2s       | 52%              |
| 2330             | 23m 8s       | 52.25%           |
| 2340             | 23m 14s      | 52.5%            |
| 2350             | 23m 20s      | 52.75%           |
| 2360             | 23m 26s      | 53%              |
| 2370             | 23m 32s      | 53%              |
| 2380             | 23m 38s      | 53.25%           |
| 2390             | 23m 44s      | 53.5%            |
| 2400             | 23m 50s      | 53.75%           |
| 2410             | 23m 56s      | 54%              |
| 2420             | 24m 2s       | 54.25%           |
| 2430             | 24m 8s       | 54.5%            |
| 2440             | 24m 14s      | 54.75%           |
| 2450             | 24m 20s      | 55%              |
| 2460             | 24m 26s      | 55.25%           |
| 2470             | 24m 32s      | 55.25%           |
| 2480             | 24m 38s      | 55.5%            |
| 2490             | 24m 44s      | 55.75%           |
| 2500             | 24m 50s      | 56%              |
| 2510             | 24m 56s      | 56.25%           |
| 2520             | 25m 1s       | 56.5%            |
| 2530             | 25m 7s       | 56.75%           |
| 2540             | 25m 13s      | 57%              |
| 2550             | 25m 19s      | 57.25%           |
| 2560             | 25m 25s      | 57.5%            |
| 2570             | 25m 31s      | 57.5%            |
| 2580             | 25m 37s      | 57.75%           |
| 2590             | 25m 43s      | 58%              |
| 2600             | 25m 49s      | 58.25%           |
| 2610             | 25m 55s      | 58.5%            |
| 2620             | 26m 1s       | 58.75%           |
| 2630             | 26m 7s       | 59%              |
| 2640             | 26m 13s      | 59.25%           |
| 2650             | 26m 19s      | 59.5%            |
| 2660             | 26m 25s      | 59.75%           |
| 2670             | 26m 31s      | 59.75%           |
| 2680             | 26m 37s      | 60%              |
| 2690             | 26m 43s      | 60.25%           |
| 2700             | 26m 49s      | 60.5%            |
| 2710             | 26m 55s      | 60.75%           |
| 2720             | 27m 1s       | 61%              |
| 2730             | 27m 7s       | 61.25%           |
| 2740             | 27m 13s      | 61.5%            |
| 2750             | 27m 18s      | 61.75%           |
| 2760             | 27m 24s      | 62%              |
| 2770             | 27m 30s      | 62%              |
| 2780             | 27m 36s      | 62.25%           |
| 2790             | 27m 42s      | 62.5%            |
| 2800             | 27m 48s      | 62.75%           |
| 2810             | 27m 54s      | 63%              |
| 2820             | 28m 0s       | 63.25%           |
| 2830             | 28m 6s       | 63.5%            |
| 2840             | 28m 12s      | 63.75%           |
| 2850             | 28m 18s      | 64%              |
| 2860             | 28m 24s      | 64.25%           |
| 2870             | 28m 30s      | 64.25%           |
| 2880             | 28m 36s      | 64.5%            |
| 2890             | 28m 42s      | 64.75%           |
| 2900             | 28m 48s      | 65%              |
| 2910             | 28m 54s      | 65.25%           |
| 2920             | 29m 0s       | 65.5%            |
| 2930             | 29m 6s       | 65.75%           |
| 2940             | 29m 12s      | 66%              |
| 2950             | 29m 18s      | 66.25%           |
| 2960             | 29m 24s      | 66.5%            |
| 2970             | 29m 30s      | 66.5%            |
| 2980             | 29m 35s      | 66.75%           |
| 2990             | 29m 41s      | 67%              |
| 3000             | 29m 47s      | 67.25%           |
| 3010             | 29m 53s      | 67.5%            |
| 3020             | 29m 59s      | 67.75%           |
| 3030             | 30m 5s       | 68%              |
| 3040             | 30m 11s      | 68.25%           |
| 3050             | 30m 17s      | 68.5%            |
| 3060             | 30m 23s      | 68.5%            |
| 3070             | 30m 29s      | 68.75%           |
| 3080             | 30m 35s      | 69%              |
| 3090             | 30m 41s      | 69.25%           |
| 3100             | 30m 47s      | 69.5%            |
| 3110             | 30m 53s      | 69.75%           |
| 3120             | 30m 59s      | 70%              |
| 3130             | 31m 5s       | 70.25%           |
| 3140             | 31m 11s      | 70.5%            |
| 3150             | 31m 17s      | 70.75%           |
| 3160             | 31m 23s      | 70.75%           |
| 3170             | 31m 29s      | 71%              |
| 3180             | 31m 35s      | 71.25%           |
| 3190             | 31m 41s      | 71.5%            |
| 3200             | 31m 47s      | 71.75%           |
| 3210             | 31m 52s      | 72%              |
| 3220             | 31m 58s      | 72.25%           |
| 3230             | 32m 4s       | 72.5%            |
| 3240             | 32m 10s      | 72.75%           |
| 3250             | 32m 16s      | 73%              |
| 3260             | 32m 22s      | 73%              |
| 3270             | 32m 28s      | 73.25%           |
| 3280             | 32m 34s      | 73.5%            |
| 3290             | 32m 40s      | 73.75%           |
| 3300             | 32m 46s      | 74%              |
| 3310             | 32m 52s      | 74.25%           |
| 3320             | 32m 58s      | 74.5%            |
| 3330             | 33m 4s       | 74.75%           |
| 3340             | 33m 10s      | 75%              |
| 3350             | 33m 16s      | 75.25%           |
| 3360             | 33m 22s      | 75.25%           |
| 3370             | 33m 28s      | 75.5%            |
| 3380             | 33m 34s      | 75.75%           |
| 3390             | 33m 40s      | 76%              |
| 3400             | 33m 46s      | 76.25%           |
| 3410             | 33m 52s      | 76.5%            |
| 3420             | 33m 58s      | 76.75%           |
| 3430             | 34m 4s       | 77%              |
| 3440             | 34m 10s      | 77.25%           |
| 3450             | 34m 16s      | 77.5%            |
| 3460             | 34m 21s      | 77.5%            |
| 3470             | 34m 27s      | 77.75%           |
| 3480             | 34m 33s      | 78%              |
| 3490             | 34m 39s      | 78.25%           |
| 3500             | 34m 45s      | 78.5%            |
| 3510             | 34m 51s      | 78.75%           |
| 3520             | 34m 57s      | 79%              |
| 3530             | 35m 3s       | 79.25%           |
| 3540             | 35m 9s       | 79.5%            |
| 3550             | 35m 15s      | 79.75%           |
| 3560             | 35m 21s      | 79.75%           |
| 3570             | 35m 27s      | 80%              |
| 3580             | 35m 33s      | 80.25%           |
| 3590             | 35m 39s      | 80.5%            |
| 3600             | 35m 45s      | 80.75%           |
| 3610             | 35m 51s      | 81%              |
| 3620             | 35m 57s      | 81.25%           |
| 3630             | 36m 3s       | 81.5%            |
| 3640             | 36m 9s       | 81.75%           |
| 3650             | 36m 15s      | 82%              |
| 3660             | 36m 21s      | 82%              |
| 3670             | 36m 27s      | 82.25%           |
| 3680             | 36m 33s      | 82.5%            |
| 3690             | 36m 39s      | 82.75%           |
| 3700             | 36m 44s      | 83%              |
| 3710             | 36m 50s      | 83.25%           |
| 3720             | 36m 56s      | 83.5%            |
| 3730             | 37m 2s       | 83.75%           |
| 3740             | 37m 8s       | 84%              |
| 3750             | 37m 14s      | 84.25%           |
| 3760             | 37m 20s      | 84.25%           |
| 3770             | 37m 26s      | 84.5%            |
| 3780             | 37m 32s      | 84.75%           |
| 3790             | 37m 38s      | 85%              |
| 3800             | 37m 44s      | 85.25%           |
| 3810             | 37m 50s      | 85.5%            |
| 3820             | 37m 56s      | 85.75%           |
| 3830             | 38m 2s       | 86%              |
| 3840             | 38m 8s       | 86.25%           |
| 3850             | 38m 14s      | 86.25%           |
| 3860             | 38m 20s      | 86.5%            |
| 3870             | 38m 26s      | 86.75%           |
| 3880             | 38m 32s      | 87%              |
| 3890             | 38m 38s      | 87.25%           |
| 3900             | 38m 44s      | 87.5%            |
| 3910             | 38m 50s      | 87.75%           |
| 3920             | 38m 56s      | 88%              |
| 3930             | 39m 1s       | 88.25%           |
| 3940             | 39m 7s       | 88.5%            |
| 3950             | 39m 13s      | 88.5%            |
| 3960             | 39m 19s      | 88.75%           |
| 3970             | 39m 25s      | 89%              |
| 3980             | 39m 31s      | 89.25%           |
| 3990             | 39m 37s      | 89.5%            |
| 4000             | 39m 43s      | 89.75%           |
| 4010             | 39m 49s      | 90%              |
| 4020             | 39m 55s      | 90.25%           |
| 4030             | 40m 1s       | 90.5%            |
| 4040             | 40m 7s       | 90.75%           |
| 4050             | 40m 13s      | 90.75%           |
| 4060             | 40m 19s      | 91%              |
| 4070             | 40m 25s      | 91.25%           |
| 4080             | 40m 31s      | 91.5%            |
| 4090             | 40m 37s      | 91.75%           |
| 4100             | 40m 43s      | 92%              |
| 4110             | 40m 49s      | 92.25%           |
| 4120             | 40m 55s      | 92.5%            |
| 4130             | 41m 1s       | 92.75%           |
| 4140             | 41m 7s       | 93%              |
| 4150             | 41m 13s      | 93%              |
| 4160             | 41m 18s      | 93.25%           |
| 4170             | 41m 24s      | 93.5%            |
| 4180             | 41m 30s      | 93.75%           |
| 4190             | 41m 36s      | 94%              |
| 4200             | 41m 42s      | 94.25%           |
| 4210             | 41m 48s      | 94.5%            |
| 4220             | 41m 54s      | 94.75%           |
| 4230             | 42m 0s       | 95%              |
| 4240             | 42m 6s       | 95.25%           |
| 4250             | 42m 12s      | 95.25%           |
| 4260             | 42m 18s      | 95.5%            |
| 4270             | 42m 24s      | 95.75%           |
| 4280             | 42m 30s      | 96%              |
| 4290             | 42m 36s      | 96.25%           |
| 4300             | 42m 42s      | 96.5%            |
| 4310             | 42m 48s      | 96.75%           |
| 4320             | 42m 54s      | 97%              |
| 4330             | 43m 0s       | 97.25%           |
| 4340             | 43m 6s       | 97.5%            |
| 4350             | 43m 12s      | 97.5%            |
| 4360             | 43m 18s      | 97.75%           |
| 4370             | 43m 24s      | 98%              |
| 4380             | 43m 30s      | 98.25%           |
| 4390             | 43m 36s      | 98.5%            |
| 4400             | 43m 41s      | 98.75%           |
| 4410             | 43m 47s      | 99%              |
| 4420             | 43m 53s      | 99.25%           |
| 4430             | 43m 59s      | 99.5%            |
| 4440             | 44m 5s       | 99.75%           |
| 4450             | 44m 11s      | 99.75%           |
| 4451             | 44m 12s      | 100%             |
+------------------+--------------+------------------+
EVALUATION METRICS FOR MODEL:
----------------------------------
Number of examples: 4451
Number of classes: 10
Accuracy: 96.23%

******CONFUSION MATRIX******
----------------------------------
True\Pred c0   c1   c2   c3   c4   c5   c6   c7   c8   c9   
c0        483  4    1    8    4    2    0    2    4    13   
c1        2    439  0    0    0    1    1    1    1    3    
c2        3    1    451  1    1    0    1    0    1    1    
c3        3    0    0    468  1    1    0    0    0    2    
c4        6    0    0    1    479  0    0    2    2    1    
c5        1    3    1    0    0    413  0    1    0    1    
c6        3    0    1    0    2    0    447  1    4    0    
c7        2    1    0    0    0    1    0    385  6    3    
c8        2    1    1    3    5    1    6    5    335  17   
c9        10   1    1    0    0    3    0    3    3    383  

******PRECISION RECALL******
----------------------------------
Class Precision(%)   Recall(%)      
c0    93.79          92.71          
c1    97.56          97.99          
c2    98.90          98.04          
c3    97.30          98.53          
c4    97.36          97.56          
c5    97.87          98.33          
c6    98.24          97.60          
c7    96.25          96.73          
c8    94.10          89.10          
c9    90.33          94.80          



real	229m8.905s
user	16m14.061s
sys	6m3.756s
