No arguments are passed. Using default.
TRAINING IMAGE CLASSIFIER ON 17995 images in 10 CATEGORIES
4 augmented images by 'crop' to be generated.
Automatically generating validation set from 5% of the data.
Extracting augmented image features from training data set.
Analyzing and extracting image features.
+----------------------+------------------+--------------+------------------+
| Raw Images Processed | Augmented Images | Elapsed Time | Percent Complete |
| 14540                | 72700            | 3h 37m       | 85%              |
| 14545                | 72725            | 3h 37m       | 85%              |
| 14550                | 72750            | 3h 37m       | 85%              |
| 14555                | 72775            | 3h 37m       | 85%              |
| 14560                | 72800            | 3h 38m       | 85.25%           |
| 14565                | 72825            | 3h 38m       | 85.25%           |
| 14570                | 72850            | 3h 38m       | 85.25%           |
| 14575                | 72875            | 3h 38m       | 85.25%           |
| 14580                | 72900            | 3h 38m       | 85.25%           |
| 14585                | 72925            | 3h 38m       | 85.25%           |
| 14590                | 72950            | 3h 38m       | 85.25%           |
| 14595                | 72975            | 3h 38m       | 85.25%           |
| 14600                | 73000            | 3h 38m       | 85.25%           |
| 14605                | 73025            | 3h 38m       | 85.5%            |
| 14610                | 73050            | 3h 38m       | 85.5%            |
| 14615                | 73075            | 3h 38m       | 85.5%            |
| 14620                | 73100            | 3h 38m       | 85.5%            |
| 14625                | 73125            | 3h 39m       | 85.5%            |
| 14630                | 73150            | 3h 39m       | 85.5%            |
| 14635                | 73175            | 3h 39m       | 85.5%            |
| 14640                | 73200            | 3h 39m       | 85.5%            |
| 14645                | 73225            | 3h 39m       | 85.75%           |
| 14650                | 73250            | 3h 39m       | 85.75%           |
| 14655                | 73275            | 3h 39m       | 85.75%           |
| 14660                | 73300            | 3h 39m       | 85.75%           |
| 14665                | 73325            | 3h 39m       | 85.75%           |
| 14670                | 73350            | 3h 39m       | 85.75%           |
| 14675                | 73375            | 3h 39m       | 85.75%           |
| 14680                | 73400            | 3h 39m       | 85.75%           |
| 14685                | 73425            | 3h 39m       | 85.75%           |
| 14690                | 73450            | 3h 39m       | 86%              |
| 14695                | 73475            | 3h 40m       | 86%              |
| 14700                | 73500            | 3h 40m       | 86%              |
| 14705                | 73525            | 3h 40m       | 86%              |
| 14710                | 73550            | 3h 40m       | 86%              |
| 14715                | 73575            | 3h 40m       | 86%              |
| 14720                | 73600            | 3h 40m       | 86%              |
| 14725                | 73625            | 3h 40m       | 86%              |
| 14730                | 73650            | 3h 40m       | 86.25%           |
| 14735                | 73675            | 3h 40m       | 86.25%           |
| 14740                | 73700            | 3h 40m       | 86.25%           |
| 14745                | 73725            | 3h 40m       | 86.25%           |
| 14750                | 73750            | 3h 40m       | 86.25%           |
| 14755                | 73775            | 3h 40m       | 86.25%           |
| 14760                | 73800            | 3h 41m       | 86.25%           |
| 14765                | 73825            | 3h 41m       | 86.25%           |
| 14770                | 73850            | 3h 41m       | 86.25%           |
| 14775                | 73875            | 3h 41m       | 86.5%            |
| 14780                | 73900            | 3h 41m       | 86.5%            |
| 14785                | 73925            | 3h 41m       | 86.5%            |
| 14790                | 73950            | 3h 41m       | 86.5%            |
| 14795                | 73975            | 3h 41m       | 86.5%            |
| 14800                | 74000            | 3h 41m       | 86.5%            |
| 14805                | 74025            | 3h 41m       | 86.5%            |
| 14810                | 74050            | 3h 41m       | 86.5%            |
| 14815                | 74075            | 3h 41m       | 86.75%           |
| 14820                | 74100            | 3h 41m       | 86.75%           |
| 14825                | 74125            | 3h 42m       | 86.75%           |
| 14830                | 74150            | 3h 42m       | 86.75%           |
| 14835                | 74175            | 3h 42m       | 86.75%           |
| 14840                | 74200            | 3h 42m       | 86.75%           |
| 14845                | 74225            | 3h 42m       | 86.75%           |
| 14850                | 74250            | 3h 42m       | 86.75%           |
| 14855                | 74275            | 3h 42m       | 86.75%           |
| 14860                | 74300            | 3h 42m       | 87%              |
| 14865                | 74325            | 3h 42m       | 87%              |
| 14870                | 74350            | 3h 42m       | 87%              |
| 14875                | 74375            | 3h 42m       | 87%              |
| 14880                | 74400            | 3h 42m       | 87%              |
| 14885                | 74425            | 3h 42m       | 87%              |
| 14890                | 74450            | 3h 43m       | 87%              |
| 14895                | 74475            | 3h 43m       | 87%              |
| 14900                | 74500            | 3h 43m       | 87.25%           |
| 14905                | 74525            | 3h 43m       | 87.25%           |
| 14910                | 74550            | 3h 43m       | 87.25%           |
| 14915                | 74575            | 3h 43m       | 87.25%           |
| 14920                | 74600            | 3h 43m       | 87.25%           |
| 14925                | 74625            | 3h 43m       | 87.25%           |
| 14930                | 74650            | 3h 43m       | 87.25%           |
| 14935                | 74675            | 3h 43m       | 87.25%           |
| 14940                | 74700            | 3h 43m       | 87.25%           |
| 14945                | 74725            | 3h 43m       | 87.5%            |
| 14950                | 74750            | 3h 43m       | 87.5%            |
| 14955                | 74775            | 3h 43m       | 87.5%            |
| 14960                | 74800            | 3h 44m       | 87.5%            |
| 14965                | 74825            | 3h 44m       | 87.5%            |
| 14970                | 74850            | 3h 44m       | 87.5%            |
| 14975                | 74875            | 3h 44m       | 87.5%            |
| 14980                | 74900            | 3h 44m       | 87.5%            |
| 14985                | 74925            | 3h 44m       | 87.5%            |
| 14990                | 74950            | 3h 44m       | 87.75%           |
| 14995                | 74975            | 3h 44m       | 87.75%           |
| 15000                | 75000            | 3h 44m       | 87.75%           |
| 15005                | 75025            | 3h 44m       | 87.75%           |
| 15010                | 75050            | 3h 44m       | 87.75%           |
| 15015                | 75075            | 3h 44m       | 87.75%           |
| 15020                | 75100            | 3h 44m       | 87.75%           |
| 15025                | 75125            | 3h 45m       | 87.75%           |
| 15030                | 75150            | 3h 45m       | 88%              |
| 15035                | 75175            | 3h 45m       | 88%              |
| 15040                | 75200            | 3h 45m       | 88%              |
| 15045                | 75225            | 3h 45m       | 88%              |
| 15050                | 75250            | 3h 45m       | 88%              |
| 15055                | 75275            | 3h 45m       | 88%              |
| 15060                | 75300            | 3h 45m       | 88%              |
| 15065                | 75325            | 3h 45m       | 88%              |
| 15070                | 75350            | 3h 45m       | 88%              |
| 15075                | 75375            | 3h 45m       | 88.25%           |
| 15080                | 75400            | 3h 45m       | 88.25%           |
| 15085                | 75425            | 3h 45m       | 88.25%           |
| 15090                | 75450            | 3h 46m       | 88.25%           |
| 15095                | 75475            | 3h 46m       | 88.25%           |
| 15100                | 75500            | 3h 46m       | 88.25%           |
| 15105                | 75525            | 3h 46m       | 88.25%           |
| 15110                | 75550            | 3h 46m       | 88.25%           |
| 15115                | 75575            | 3h 46m       | 88.5%            |
| 15120                | 75600            | 3h 46m       | 88.5%            |
| 15125                | 75625            | 3h 46m       | 88.5%            |
| 15130                | 75650            | 3h 46m       | 88.5%            |
| 15135                | 75675            | 3h 46m       | 88.5%            |
| 15140                | 75700            | 3h 46m       | 88.5%            |
| 15145                | 75725            | 3h 46m       | 88.5%            |
| 15150                | 75750            | 3h 46m       | 88.5%            |
| 15155                | 75775            | 3h 46m       | 88.5%            |
| 15160                | 75800            | 3h 47m       | 88.75%           |
| 15165                | 75825            | 3h 47m       | 88.75%           |
| 15170                | 75850            | 3h 47m       | 88.75%           |
| 15175                | 75875            | 3h 47m       | 88.75%           |
| 15180                | 75900            | 3h 47m       | 88.75%           |
| 15185                | 75925            | 3h 47m       | 88.75%           |
| 15190                | 75950            | 3h 47m       | 88.75%           |
| 15195                | 75975            | 3h 47m       | 88.75%           |
| 15200                | 76000            | 3h 47m       | 89%              |
| 15205                | 76025            | 3h 47m       | 89%              |
| 15210                | 76050            | 3h 47m       | 89%              |
| 15215                | 76075            | 3h 47m       | 89%              |
| 15220                | 76100            | 3h 47m       | 89%              |
| 15225                | 76125            | 3h 48m       | 89%              |
| 15230                | 76150            | 3h 48m       | 89%              |
| 15235                | 76175            | 3h 48m       | 89%              |
| 15240                | 76200            | 3h 48m       | 89%              |
| 15245                | 76225            | 3h 48m       | 89.25%           |
| 15250                | 76250            | 3h 48m       | 89.25%           |
| 15255                | 76275            | 3h 48m       | 89.25%           |
| 15260                | 76300            | 3h 48m       | 89.25%           |
| 15265                | 76325            | 3h 48m       | 89.25%           |
| 15270                | 76350            | 3h 48m       | 89.25%           |
| 15275                | 76375            | 3h 48m       | 89.25%           |
| 15280                | 76400            | 3h 48m       | 89.25%           |
| 15285                | 76425            | 3h 48m       | 89.5%            |
| 15290                | 76450            | 3h 48m       | 89.5%            |
| 15295                | 76475            | 3h 49m       | 89.5%            |
| 15300                | 76500            | 3h 49m       | 89.5%            |
| 15305                | 76525            | 3h 49m       | 89.5%            |
| 15310                | 76550            | 3h 49m       | 89.5%            |
| 15315                | 76575            | 3h 49m       | 89.5%            |
| 15320                | 76600            | 3h 49m       | 89.5%            |
| 15325                | 76625            | 3h 49m       | 89.5%            |
| 15330                | 76650            | 3h 49m       | 89.75%           |
| 15335                | 76675            | 3h 49m       | 89.75%           |
| 15340                | 76700            | 3h 49m       | 89.75%           |
| 15345                | 76725            | 3h 49m       | 89.75%           |
| 15350                | 76750            | 3h 49m       | 89.75%           |
| 15355                | 76775            | 3h 49m       | 89.75%           |
| 15360                | 76800            | 3h 50m       | 89.75%           |
| 15365                | 76825            | 3h 50m       | 89.75%           |
| 15370                | 76850            | 3h 50m       | 90%              |
| 15375                | 76875            | 3h 50m       | 90%              |
| 15380                | 76900            | 3h 50m       | 90%              |
| 15385                | 76925            | 3h 50m       | 90%              |
| 15390                | 76950            | 3h 50m       | 90%              |
| 15395                | 76975            | 3h 50m       | 90%              |
| 15400                | 77000            | 3h 50m       | 90%              |
| 15405                | 77025            | 3h 50m       | 90%              |
| 15410                | 77050            | 3h 50m       | 90%              |
| 15415                | 77075            | 3h 50m       | 90.25%           |
| 15420                | 77100            | 3h 50m       | 90.25%           |
| 15425                | 77125            | 3h 51m       | 90.25%           |
| 15430                | 77150            | 3h 51m       | 90.25%           |
| 15435                | 77175            | 3h 51m       | 90.25%           |
| 15440                | 77200            | 3h 51m       | 90.25%           |
| 15445                | 77225            | 3h 51m       | 90.25%           |
| 15450                | 77250            | 3h 51m       | 90.25%           |
| 15455                | 77275            | 3h 51m       | 90.5%            |
| 15460                | 77300            | 3h 51m       | 90.5%            |
| 15465                | 77325            | 3h 51m       | 90.5%            |
| 15470                | 77350            | 3h 51m       | 90.5%            |
| 15475                | 77375            | 3h 51m       | 90.5%            |
| 15480                | 77400            | 3h 51m       | 90.5%            |
| 15485                | 77425            | 3h 51m       | 90.5%            |
| 15490                | 77450            | 3h 52m       | 90.5%            |
| 15495                | 77475            | 3h 52m       | 90.5%            |
| 15500                | 77500            | 3h 52m       | 90.75%           |
| 15505                | 77525            | 3h 52m       | 90.75%           |
| 15510                | 77550            | 3h 52m       | 90.75%           |
| 15515                | 77575            | 3h 52m       | 90.75%           |
| 15520                | 77600            | 3h 52m       | 90.75%           |
| 15525                | 77625            | 3h 52m       | 90.75%           |
| 15530                | 77650            | 3h 52m       | 90.75%           |
| 15535                | 77675            | 3h 52m       | 90.75%           |
| 15540                | 77700            | 3h 52m       | 90.75%           |
| 15545                | 77725            | 3h 52m       | 91%              |
| 15550                | 77750            | 3h 52m       | 91%              |
| 15555                | 77775            | 3h 52m       | 91%              |
| 15560                | 77800            | 3h 53m       | 91%              |
| 15565                | 77825            | 3h 53m       | 91%              |
| 15570                | 77850            | 3h 53m       | 91%              |
| 15575                | 77875            | 3h 53m       | 91%              |
| 15580                | 77900            | 3h 53m       | 91%              |
| 15585                | 77925            | 3h 53m       | 91.25%           |
| 15590                | 77950            | 3h 53m       | 91.25%           |
| 15595                | 77975            | 3h 53m       | 91.25%           |
| 15600                | 78000            | 3h 53m       | 91.25%           |
| 15605                | 78025            | 3h 53m       | 91.25%           |
| 15610                | 78050            | 3h 53m       | 91.25%           |
| 15615                | 78075            | 3h 53m       | 91.25%           |
| 15620                | 78100            | 3h 53m       | 91.25%           |
| 15625                | 78125            | 3h 54m       | 91.25%           |
| 15630                | 78150            | 3h 54m       | 91.5%            |
| 15635                | 78175            | 3h 54m       | 91.5%            |
| 15640                | 78200            | 3h 54m       | 91.5%            |
| 15645                | 78225            | 3h 54m       | 91.5%            |
| 15650                | 78250            | 3h 54m       | 91.5%            |
| 15655                | 78275            | 3h 54m       | 91.5%            |
| 15660                | 78300            | 3h 54m       | 91.5%            |
| 15665                | 78325            | 3h 54m       | 91.5%            |
| 15670                | 78350            | 3h 54m       | 91.75%           |
| 15675                | 78375            | 3h 54m       | 91.75%           |
| 15680                | 78400            | 3h 54m       | 91.75%           |
| 15685                | 78425            | 3h 54m       | 91.75%           |
| 15690                | 78450            | 3h 54m       | 91.75%           |
| 15695                | 78475            | 3h 55m       | 91.75%           |
| 15700                | 78500            | 3h 55m       | 91.75%           |
| 15705                | 78525            | 3h 55m       | 91.75%           |
| 15710                | 78550            | 3h 55m       | 91.75%           |
| 15715                | 78575            | 3h 55m       | 92%              |
| 15720                | 78600            | 3h 55m       | 92%              |
| 15725                | 78625            | 3h 55m       | 92%              |
| 15730                | 78650            | 3h 55m       | 92%              |
| 15735                | 78675            | 3h 55m       | 92%              |
| 15740                | 78700            | 3h 55m       | 92%              |
| 15745                | 78725            | 3h 55m       | 92%              |
| 15750                | 78750            | 3h 55m       | 92%              |
| 15755                | 78775            | 3h 55m       | 92.25%           |
| 15760                | 78800            | 3h 56m       | 92.25%           |
| 15765                | 78825            | 3h 56m       | 92.25%           |
| 15770                | 78850            | 3h 56m       | 92.25%           |
| 15775                | 78875            | 3h 56m       | 92.25%           |
| 15780                | 78900            | 3h 56m       | 92.25%           |
| 15785                | 78925            | 3h 56m       | 92.25%           |
| 15790                | 78950            | 3h 56m       | 92.25%           |
| 15795                | 78975            | 3h 56m       | 92.25%           |
| 15800                | 79000            | 3h 56m       | 92.5%            |
| 15805                | 79025            | 3h 56m       | 92.5%            |
| 15810                | 79050            | 3h 56m       | 92.5%            |
| 15815                | 79075            | 3h 56m       | 92.5%            |
| 15820                | 79100            | 3h 56m       | 92.5%            |
| 15825                | 79125            | 3h 56m       | 92.5%            |
| 15830                | 79150            | 3h 57m       | 92.5%            |
| 15835                | 79175            | 3h 57m       | 92.5%            |
| 15840                | 79200            | 3h 57m       | 92.75%           |
| 15845                | 79225            | 3h 57m       | 92.75%           |
| 15850                | 79250            | 3h 57m       | 92.75%           |
| 15855                | 79275            | 3h 57m       | 92.75%           |
| 15860                | 79300            | 3h 57m       | 92.75%           |
| 15865                | 79325            | 3h 57m       | 92.75%           |
| 15870                | 79350            | 3h 57m       | 92.75%           |
| 15875                | 79375            | 3h 57m       | 92.75%           |
| 15880                | 79400            | 3h 57m       | 92.75%           |
| 15885                | 79425            | 3h 57m       | 93%              |
| 15890                | 79450            | 3h 57m       | 93%              |
| 15895                | 79475            | 3h 58m       | 93%              |
| 15900                | 79500            | 3h 58m       | 93%              |
| 15905                | 79525            | 3h 58m       | 93%              |
| 15910                | 79550            | 3h 58m       | 93%              |
| 15915                | 79575            | 3h 58m       | 93%              |
| 15920                | 79600            | 3h 58m       | 93%              |
| 15925                | 79625            | 3h 58m       | 93.25%           |
| 15930                | 79650            | 3h 58m       | 93.25%           |
| 15935                | 79675            | 3h 58m       | 93.25%           |
| 15940                | 79700            | 3h 58m       | 93.25%           |
| 15945                | 79725            | 3h 58m       | 93.25%           |
| 15950                | 79750            | 3h 58m       | 93.25%           |
| 15955                | 79775            | 3h 58m       | 93.25%           |
| 15960                | 79800            | 3h 59m       | 93.25%           |
| 15965                | 79825            | 3h 59m       | 93.25%           |
| 15970                | 79850            | 3h 59m       | 93.5%            |
| 15975                | 79875            | 3h 59m       | 93.5%            |
| 15980                | 79900            | 3h 59m       | 93.5%            |
| 15985                | 79925            | 3h 59m       | 93.5%            |
| 15990                | 79950            | 3h 59m       | 93.5%            |
| 15995                | 79975            | 3h 59m       | 93.5%            |
| 16000                | 80000            | 3h 59m       | 93.5%            |
| 16005                | 80025            | 3h 59m       | 93.5%            |
| 16010                | 80050            | 3h 59m       | 93.75%           |
| 16015                | 80075            | 3h 59m       | 93.75%           |
| 16020                | 80100            | 3h 59m       | 93.75%           |
| 16025                | 80125            | 3h 59m       | 93.75%           |
| 16030                | 80150            | 4h 0m        | 93.75%           |
| 16035                | 80175            | 4h 0m        | 93.75%           |
| 16040                | 80200            | 4h 0m        | 93.75%           |
| 16045                | 80225            | 4h 0m        | 93.75%           |
| 16050                | 80250            | 4h 0m        | 93.75%           |
| 16055                | 80275            | 4h 0m        | 94%              |
| 16060                | 80300            | 4h 0m        | 94%              |
| 16065                | 80325            | 4h 0m        | 94%              |
| 16070                | 80350            | 4h 0m        | 94%              |
| 16075                | 80375            | 4h 0m        | 94%              |
| 16080                | 80400            | 4h 0m        | 94%              |
| 16085                | 80425            | 4h 0m        | 94%              |
| 16090                | 80450            | 4h 0m        | 94%              |
| 16095                | 80475            | 4h 1m        | 94%              |
| 16100                | 80500            | 4h 1m        | 94.25%           |
| 16105                | 80525            | 4h 1m        | 94.25%           |
| 16110                | 80550            | 4h 1m        | 94.25%           |
| 16115                | 80575            | 4h 1m        | 94.25%           |
| 16120                | 80600            | 4h 1m        | 94.25%           |
| 16125                | 80625            | 4h 1m        | 94.25%           |
| 16130                | 80650            | 4h 1m        | 94.25%           |
| 16135                | 80675            | 4h 1m        | 94.25%           |
| 16140                | 80700            | 4h 1m        | 94.5%            |
| 16145                | 80725            | 4h 1m        | 94.5%            |
| 16150                | 80750            | 4h 1m        | 94.5%            |
| 16155                | 80775            | 4h 1m        | 94.5%            |
| 16160                | 80800            | 4h 2m        | 94.5%            |
| 16165                | 80825            | 4h 2m        | 94.5%            |
| 16170                | 80850            | 4h 2m        | 94.5%            |
| 16175                | 80875            | 4h 2m        | 94.5%            |
| 16180                | 80900            | 4h 2m        | 94.5%            |
| 16185                | 80925            | 4h 2m        | 94.75%           |
| 16190                | 80950            | 4h 2m        | 94.75%           |
| 16195                | 80975            | 4h 2m        | 94.75%           |
| 16200                | 81000            | 4h 2m        | 94.75%           |
| 16205                | 81025            | 4h 2m        | 94.75%           |
| 16210                | 81050            | 4h 2m        | 94.75%           |
| 16215                | 81075            | 4h 2m        | 94.75%           |
| 16220                | 81100            | 4h 2m        | 94.75%           |
| 16225                | 81125            | 4h 2m        | 95%              |
| 16230                | 81150            | 4h 3m        | 95%              |
| 16235                | 81175            | 4h 3m        | 95%              |
| 16240                | 81200            | 4h 3m        | 95%              |
| 16245                | 81225            | 4h 3m        | 95%              |
| 16250                | 81250            | 4h 3m        | 95%              |
| 16255                | 81275            | 4h 3m        | 95%              |
| 16260                | 81300            | 4h 3m        | 95%              |
| 16265                | 81325            | 4h 3m        | 95%              |
| 16270                | 81350            | 4h 3m        | 95.25%           |
| 16275                | 81375            | 4h 3m        | 95.25%           |
| 16280                | 81400            | 4h 3m        | 95.25%           |
| 16285                | 81425            | 4h 3m        | 95.25%           |
| 16290                | 81450            | 4h 3m        | 95.25%           |
| 16295                | 81475            | 4h 4m        | 95.25%           |
| 16300                | 81500            | 4h 4m        | 95.25%           |
| 16305                | 81525            | 4h 4m        | 95.25%           |
| 16310                | 81550            | 4h 4m        | 95.5%            |
| 16315                | 81575            | 4h 4m        | 95.5%            |
| 16320                | 81600            | 4h 4m        | 95.5%            |
| 16325                | 81625            | 4h 4m        | 95.5%            |
| 16330                | 81650            | 4h 4m        | 95.5%            |
| 16335                | 81675            | 4h 4m        | 95.5%            |
| 16340                | 81700            | 4h 4m        | 95.5%            |
| 16345                | 81725            | 4h 4m        | 95.5%            |
| 16350                | 81750            | 4h 4m        | 95.5%            |
| 16355                | 81775            | 4h 4m        | 95.75%           |
| 16360                | 81800            | 4h 5m        | 95.75%           |
| 16365                | 81825            | 4h 5m        | 95.75%           |
| 16370                | 81850            | 4h 5m        | 95.75%           |
| 16375                | 81875            | 4h 5m        | 95.75%           |
| 16380                | 81900            | 4h 5m        | 95.75%           |
| 16385                | 81925            | 4h 5m        | 95.75%           |
| 16390                | 81950            | 4h 5m        | 95.75%           |
| 16395                | 81975            | 4h 5m        | 96%              |
| 16400                | 82000            | 4h 5m        | 96%              |
| 16405                | 82025            | 4h 5m        | 96%              |
| 16410                | 82050            | 4h 5m        | 96%              |
| 16415                | 82075            | 4h 5m        | 96%              |
| 16420                | 82100            | 4h 5m        | 96%              |
| 16425                | 82125            | 4h 6m        | 96%              |
| 16430                | 82150            | 4h 6m        | 96%              |
| 16435                | 82175            | 4h 6m        | 96%              |
| 16440                | 82200            | 4h 6m        | 96.25%           |
| 16445                | 82225            | 4h 6m        | 96.25%           |
| 16450                | 82250            | 4h 6m        | 96.25%           |
| 16455                | 82275            | 4h 6m        | 96.25%           |
| 16460                | 82300            | 4h 6m        | 96.25%           |
| 16465                | 82325            | 4h 6m        | 96.25%           |
| 16470                | 82350            | 4h 6m        | 96.25%           |
| 16475                | 82375            | 4h 6m        | 96.25%           |
| 16480                | 82400            | 4h 6m        | 96.5%            |
| 16485                | 82425            | 4h 6m        | 96.5%            |
| 16490                | 82450            | 4h 6m        | 96.5%            |
| 16495                | 82475            | 4h 7m        | 96.5%            |
| 16500                | 82500            | 4h 7m        | 96.5%            |
| 16505                | 82525            | 4h 7m        | 96.5%            |
| 16510                | 82550            | 4h 7m        | 96.5%            |
| 16515                | 82575            | 4h 7m        | 96.5%            |
| 16520                | 82600            | 4h 7m        | 96.5%            |
| 16525                | 82625            | 4h 7m        | 96.75%           |
| 16530                | 82650            | 4h 7m        | 96.75%           |
| 16535                | 82675            | 4h 7m        | 96.75%           |
| 16540                | 82700            | 4h 7m        | 96.75%           |
| 16545                | 82725            | 4h 7m        | 96.75%           |
| 16550                | 82750            | 4h 7m        | 96.75%           |
| 16555                | 82775            | 4h 7m        | 96.75%           |
| 16560                | 82800            | 4h 8m        | 96.75%           |
| 16565                | 82825            | 4h 8m        | 97%              |
| 16570                | 82850            | 4h 8m        | 97%              |
| 16575                | 82875            | 4h 8m        | 97%              |
| 16580                | 82900            | 4h 8m        | 97%              |
| 16585                | 82925            | 4h 8m        | 97%              |
| 16590                | 82950            | 4h 8m        | 97%              |
| 16595                | 82975            | 4h 8m        | 97%              |
| 16600                | 83000            | 4h 8m        | 97%              |
| 16605                | 83025            | 4h 8m        | 97%              |
| 16610                | 83050            | 4h 8m        | 97.25%           |
| 16615                | 83075            | 4h 8m        | 97.25%           |
| 16620                | 83100            | 4h 8m        | 97.25%           |
| 16625                | 83125            | 4h 8m        | 97.25%           |
| 16630                | 83150            | 4h 9m        | 97.25%           |
| 16635                | 83175            | 4h 9m        | 97.25%           |
| 16640                | 83200            | 4h 9m        | 97.25%           |
| 16645                | 83225            | 4h 9m        | 97.25%           |
| 16650                | 83250            | 4h 9m        | 97.25%           |
| 16655                | 83275            | 4h 9m        | 97.5%            |
| 16660                | 83300            | 4h 9m        | 97.5%            |
| 16665                | 83325            | 4h 9m        | 97.5%            |
| 16670                | 83350            | 4h 9m        | 97.5%            |
| 16675                | 83375            | 4h 9m        | 97.5%            |
| 16680                | 83400            | 4h 9m        | 97.5%            |
| 16685                | 83425            | 4h 9m        | 97.5%            |
| 16690                | 83450            | 4h 9m        | 97.5%            |
| 16695                | 83475            | 4h 10m       | 97.75%           |
| 16700                | 83500            | 4h 10m       | 97.75%           |
| 16705                | 83525            | 4h 10m       | 97.75%           |
| 16710                | 83550            | 4h 10m       | 97.75%           |
| 16715                | 83575            | 4h 10m       | 97.75%           |
| 16720                | 83600            | 4h 10m       | 97.75%           |
| 16725                | 83625            | 4h 10m       | 97.75%           |
| 16730                | 83650            | 4h 10m       | 97.75%           |
| 16735                | 83675            | 4h 10m       | 97.75%           |
| 16740                | 83700            | 4h 10m       | 98%              |
| 16745                | 83725            | 4h 10m       | 98%              |
| 16750                | 83750            | 4h 10m       | 98%              |
| 16755                | 83775            | 4h 10m       | 98%              |
| 16760                | 83800            | 4h 11m       | 98%              |
| 16765                | 83825            | 4h 11m       | 98%              |
| 16770                | 83850            | 4h 11m       | 98%              |
| 16775                | 83875            | 4h 11m       | 98%              |
| 16780                | 83900            | 4h 11m       | 98.25%           |
| 16785                | 83925            | 4h 11m       | 98.25%           |
| 16790                | 83950            | 4h 11m       | 98.25%           |
| 16795                | 83975            | 4h 11m       | 98.25%           |
| 16800                | 84000            | 4h 11m       | 98.25%           |
| 16805                | 84025            | 4h 11m       | 98.25%           |
| 16810                | 84050            | 4h 11m       | 98.25%           |
| 16815                | 84075            | 4h 11m       | 98.25%           |
| 16820                | 84100            | 4h 11m       | 98.25%           |
| 16825                | 84125            | 4h 11m       | 98.5%            |
| 16830                | 84150            | 4h 12m       | 98.5%            |
| 16835                | 84175            | 4h 12m       | 98.5%            |
| 16840                | 84200            | 4h 12m       | 98.5%            |
| 16845                | 84225            | 4h 12m       | 98.5%            |
| 16850                | 84250            | 4h 12m       | 98.5%            |
| 16855                | 84275            | 4h 12m       | 98.5%            |
| 16860                | 84300            | 4h 12m       | 98.5%            |
| 16865                | 84325            | 4h 12m       | 98.75%           |
| 16870                | 84350            | 4h 12m       | 98.75%           |
| 16875                | 84375            | 4h 12m       | 98.75%           |
| 16880                | 84400            | 4h 12m       | 98.75%           |
| 16885                | 84425            | 4h 12m       | 98.75%           |
| 16890                | 84450            | 4h 12m       | 98.75%           |
| 16895                | 84475            | 4h 13m       | 98.75%           |
| 16900                | 84500            | 4h 13m       | 98.75%           |
| 16905                | 84525            | 4h 13m       | 98.75%           |
| 16910                | 84550            | 4h 13m       | 99%              |
| 16915                | 84575            | 4h 13m       | 99%              |
| 16920                | 84600            | 4h 13m       | 99%              |
| 16925                | 84625            | 4h 13m       | 99%              |
| 16930                | 84650            | 4h 13m       | 99%              |
| 16935                | 84675            | 4h 13m       | 99%              |
| 16940                | 84700            | 4h 13m       | 99%              |
| 16945                | 84725            | 4h 13m       | 99%              |
| 16950                | 84750            | 4h 13m       | 99.25%           |
| 16955                | 84775            | 4h 13m       | 99.25%           |
| 16960                | 84800            | 4h 13m       | 99.25%           |
| 16965                | 84825            | 4h 14m       | 99.25%           |
| 16970                | 84850            | 4h 14m       | 99.25%           |
| 16975                | 84875            | 4h 14m       | 99.25%           |
| 16980                | 84900            | 4h 14m       | 99.25%           |
| 16985                | 84925            | 4h 14m       | 99.25%           |
| 16990                | 84950            | 4h 14m       | 99.25%           |
| 16995                | 84975            | 4h 14m       | 99.5%            |
| 17000                | 85000            | 4h 14m       | 99.5%            |
| 17005                | 85025            | 4h 14m       | 99.5%            |
| 17010                | 85050            | 4h 14m       | 99.5%            |
| 17015                | 85075            | 4h 14m       | 99.5%            |
| 17020                | 85100            | 4h 14m       | 99.5%            |
| 17025                | 85125            | 4h 14m       | 99.5%            |
| 17030                | 85150            | 4h 15m       | 99.5%            |
| 17035                | 85175            | 4h 15m       | 99.75%           |
| 17040                | 85200            | 4h 15m       | 99.75%           |
| 17045                | 85225            | 4h 15m       | 99.75%           |
| 17050                | 85250            | 4h 15m       | 99.75%           |
| 17055                | 85275            | 4h 15m       | 99.75%           |
| 17060                | 85300            | 4h 15m       | 99.75%           |
| 17065                | 85325            | 4h 15m       | 99.75%           |
| 17070                | 85350            | 4h 15m       | 99.75%           |
| 17075                | 85375            | 4h 15m       | 99.75%           |
| 17077                | 85385            | 4h 15m       | 100%             |
| 17076                | 85380            | 4h 15m       | 99.75%           |
+----------------------+------------------+--------------+------------------+
Extracting image features from validation data set.
Analyzing and extracting image features.
+------------------+--------------+------------------+
| Images Processed | Elapsed Time | Percent Complete |
+------------------+--------------+------------------+
| 1                | 746.38ms     | 0%               |
| 2                | 1.01s        | 0%               |
| 3                | 1.22s        | 0.25%            |
| 4                | 1.41s        | 0.25%            |
| 5                | 1.60s        | 0.5%             |
| 10               | 2.52s        | 1%               |
| 25               | 5.27s        | 2.5%             |
| 50               | 9.92s        | 5.25%            |
| 75               | 14.54s       | 8%               |
| 100              | 19.20s       | 10.75%           |
| 125              | 23.87s       | 13.5%            |
